Record_ID,Year,Region,District,Commodity,Commodity_Category,Farm_Size_Ha,Area_Harvested_Ha,Production_MT,Yield_MT_per_Ha,Farmers_Count,Farmgate_Price_UGX_per_Kg,Estimated_Production_Value_UGX,Input_Cost_UGX,Estimated_Profit_UGX,Profit_Margin_Percent,Export_Volume_MT,Export_Value_USD,Export_Value_UGX,Export_Price_USD_per_MT,Import_Volume_MT,Import_Value_USD,Import_Price_USD_per_MT,Trade_Balance_USD,Export_Share_Percent,Global_Demand_Index,Employment_Estimate,Processing_Level,Value_Addition_Index,Market_Access_Index,Input_Cost_Index,Infrastructure_Index,Rainfall_Index,Climate_Risk_Index,Post_Harvest_Loss_Percent,Access_to_Finance_Index,Data_Status,Source_Basis
UAB-107422,2021,Western,Mbarara,Millet,Cereals,0.68,0.58,0.77,1.32,4,2280,1755600,838294,821625,46.8,0.04,19.04,68163,475.88,0.0,0.0,473.33,19.04,5.66,122,7,Composite Flour,55,60,141,58,99.0,38,10.9,39.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-111141,2018,Western,Bushenyi,Dairy/Milk,Livestock & Fisheries,3.13,2.67,12.15,4.55,7,1082,13146300,7388535,5384410,40.96,3.84,3385.04,12592348,881.52,0.73,680.81,932.62,2704.23,31.57,109,10,Raw Liquid Milk,22,63,111,59,112.0,13,5.68,35.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-107513,2024,Central,Mukono,Tea,Export Cash Crops,0.65,0.59,3.92,6.64,2,1851,7255920,2800403,4135893,57.0,3.84,8448.35,32779598,2200.09,0.0,0.0,2216.55,8448.35,98.0,121,4,Made Tea (Black),24,98,150,64,115.0,13,8.81,62.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-108416,2020,Eastern,Iganga,Horticultural Products,Horticulture,5.85,4.93,51.96,10.54,7,3509,182327640,69498517,94113190,51.62,22.7,60216.97,224007128,2652.73,0.07,212.88,3041.16,60004.09,43.68,87,13,Chilled Fresh Produce,57,53,126,48,84.0,58,20.53,59.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-112385,2021,Central,Kampala,Maize,Cereals,0.4,0.37,0.78,2.1,3,1244,970320,481266,418948,43.18,0.2,52.08,186446,260.39,0.15,44.45,296.33,7.63,26.04,117,6,Raw Grain,21,62,116,50,93.0,44,14.45,64.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-109143,2024,Northern,Yumbe,Cotton,Export Cash Crops,7.17,6.04,5.56,0.92,19,3347,18609320,7082084,10276689,55.22,5.45,12023.95,46652926,2206.23,0.16,337.68,2110.48,11686.27,98.0,126,29,Ginned Lint,45,37,147,43,128.0,10,13.44,25.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-119950,2021,Central,Mukono,Onions,Horticulture,0.2,0.16,2.22,13.87,2,3042,6753240,3453207,2989046,44.26,0.17,114.08,408406,671.08,0.26,188.63,725.51,-74.55,7.84,82,3,Fresh Bulb,29,74,130,68,73.0,52,9.21,42.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-116487,2023,Western,Ibanda,Tea,Export Cash Crops,6.96,6.4,44.29,6.92,22,2080,92123200,44410090,44327582,48.12,43.4,93793.04,358289412,2161.13,0.28,588.76,2102.72,93204.28,98.0,122,27,Made Tea (Black),15,72,150,71,92.0,26,7.35,55.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-114666,2023,Central,Kyenjojo,Tobacco,Export Cash Crops,12.07,10.5,16.7,1.59,20,6391,106729700,41953053,57118791,53.52,16.36,64663.88,247016021,3952.56,0.56,2113.05,3773.31,62550.83,97.98,109,33,Processed Cut Rag,56,73,139,80,105.0,27,14.35,64.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-117972,2022,Eastern,Katakwi,Irish Potatoes,Roots & Tubers,0.98,0.84,6.85,8.16,5,1994,13658900,7241424,6058929,44.36,0.16,91.85,344437,574.04,0.13,77.27,594.42,14.58,2.3,108,10,Crisps/Frozen Potato,69,74,133,77,65.0,53,5.25,34.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-101410,2021,Western,Kibaale,Tea,Export Cash Crops,4.78,3.92,30.14,7.69,7,1405,42346700,19272941,21168157,49.99,27.8,56738.41,203123507,2040.95,1.42,2509.17,1767.02,54229.24,92.25,107,13,Value-Added Blends,72,62,145,51,96.0,37,9.0,47.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-106240,2016,Northern,Yumbe,Sweet Potatoes,Roots & Tubers,1.79,1.62,10.95,6.76,4,483,5288850,2476619,2379867,45.0,0.17,42.54,145486,250.25,0.16,44.22,276.39,-1.68,1.52,91,7,Fresh Tuber,47,33,106,47,59.0,65,16.35,34.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-119167,2022,Northern,Kotido,Rice,Cereals,2.88,2.54,8.38,3.3,6,4545,38087100,17339392,18089228,47.49,0.76,712.96,2673600,938.1,0.73,595.19,815.33,117.77,9.01,122,7,Husked Rice,31,53,133,58,86.0,44,13.96,26.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-118632,2023,Northern,Nebbi,Cocoa,Export Cash Crops,0.4,0.34,0.23,0.69,2,13477,3099710,1655493,1221967,39.42,0.23,1119.18,4275267,4866.02,0.01,46.8,4679.5,1072.38,98.0,118,5,Semi-Processed Liquor,70,49,134,47,115.0,15,14.34,34.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-115668,2022,Central,Rakai,Horticultural Products,Horticulture,2.07,1.66,14.36,8.65,3,4743,68109480,27457876,37154182,54.55,12.25,31889.32,119584950,2603.21,0.07,207.11,2958.68,31682.21,85.32,114,5,Fresh Cut Flowers,39,77,150,63,68.0,79,10.27,69.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-112668,2021,Eastern,jinja ,Beef,Livestock & Fisheries,0.74,0.55,1.16,2.1,2,13826,16038160,7177045,7749670,48.32,0.03,129.37,463144,4312.3,0.02,93.36,4667.87,36.01,2.25,112,6,Chilled Prime Cuts,52,65,126,46,95.0,39,13.86,47.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-110331,2016,Western,kasese ,Cassava,Roots & Tubers,3.3,3.19,35.76,11.21,8,437,15627120,6533071,8110321,51.9,1.2,253.68,867585,211.4,0.09,19.74,219.38,233.94,3.35,75,12,Dried Chips,53,43,116,33,85.0,36,12.59,48.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-112568,2016,Eastern,Bugiri,Cassava,Roots & Tubers,0.3,0.25,3.83,15.3,3,506,1937980,823786,993748,51.28,0.1,23.34,79822,233.45,0.05,10.56,211.11,12.78,2.52,89,7,High-Quality Starch,98,66,112,45,92.0,37,12.43,55.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-116535,2022,Central,Kayunga,Groundnuts,Legumes,1.51,1.12,1.0,0.89,3,4728,4728000,2138647,2348461,49.67,0.13,133.0,498750,1023.04,0.05,50.43,1008.64,82.57,12.88,111,5,Shelling Raw,20,65,130,64,62.0,69,10.19,37.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-101774,2018,Western,Kamwenge,Beef,Livestock & Fisheries,3.95,3.83,7.05,1.84,9,11887,83803350,37591492,41661336,49.71,0.8,2746.53,10217091,3433.16,0.11,355.82,3234.77,2390.71,11.31,133,14,Carcass Cut,19,54,128,68,117.0,17,10.86,44.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-106630,2020,Northern,Pader,Tea,Export Cash Crops,0.8,0.75,6.11,8.15,3,1339,8181290,4450791,3039589,37.15,4.07,7794.95,28997214,1915.22,0.17,347.94,2046.7,7447.01,66.57,82,7,Value-Added Blends,54,32,128,52,87.0,45,16.89,25.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-117076,2018,Northern,Nebbi,Millet,Cereals,0.5,0.44,0.7,1.59,6,1761,1232700,660688,493304,40.02,0.07,25.48,94785,363.97,0.0,0.0,363.39,25.48,10.08,104,9,Raw Grain,15,58,124,37,109.0,33,12.77,49.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-112575,2022,Central,Kayunga,Fish,Livestock & Fisheries,3.27,3.2,13.5,4.22,6,11639,157126500,60101573,86167485,54.84,7.62,35617.02,133563824,4674.15,0.08,330.06,4125.72,35286.96,56.46,114,8,Whole Fresh,21,60,121,78,87.0,43,13.82,49.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-119743,2022,Eastern,Mayuge,Sweet Potatoes,Roots & Tubers,3.53,3.43,32.38,9.44,11,801,25936380,9978154,14691233,56.64,0.87,292.88,1098300,336.64,0.23,81.51,354.41,211.37,2.7,114,19,Processed Puree,72,60,139,49,83.0,42,9.77,62.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-111156,2017,Northern,Dokolo,Tobacco,Export Cash Crops,4.9,4.63,5.42,1.17,12,5830,31598600,13298665,16446677,52.05,3.11,7747.48,27968402,2491.15,0.45,1244.09,2764.64,6503.39,57.44,81,16,Cured Leaf,21,52,123,52,138.0,10,11.73,38.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-119074,2015,Eastern,Soroti,Sugarcane,Industrial Crops,7.81,6.34,362.46,57.17,16,126,45669960,24579367,19713643,43.17,14.9,5796.99,18782247,389.06,36.37,14912.79,410.03,-9115.8,4.11,78,29,Refined Sugar,60,64,102,81,99.0,30,6.03,47.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-119360,2019,Northern,Nebbi,Coffee,Export Cash Crops,8.5,7.83,13.62,1.74,14,7345,100038900,40684913,53481703,53.46,11.25,38663.55,143055135,3436.76,0.24,786.27,3276.13,37877.28,82.61,91,17,Graded Raw,26,52,122,54,125.0,10,11.74,28.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-104753,2021,Western,Kasese,Millet,Cereals,1.51,1.34,1.11,0.83,2,1941,2154510,1073674,839207,38.95,0.05,23.58,84416,471.62,0.04,18.74,468.56,4.84,4.39,113,5,Composite Flour,35,56,150,33,60.0,71,22.43,,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-115775,2017,Western,Ibanda,Groundnuts,Legumes,1.9,1.83,2.93,1.6,6,4633,13574690,5298919,8072150,59.46,0.3,229.93,830047,766.44,0.03,22.06,735.28,207.87,10.32,108,9,Shelling Raw,17,67,107,62,129.0,15,3.0,52.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-109923,2021,Central,Mubende,Tomatoes,Horticulture,1.78,1.58,19.73,12.49,2,2259,44570070,19094469,23351837,52.39,0.52,370.82,1327535,713.11,1.54,1033.52,671.12,-662.7,2.65,108,4,Paste/Sauce,30,78,142,64,86.0,38,9.53,94.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-112046,2018,Northern,Nebbi,Rice,Cereals,2.01,1.97,3.92,1.99,4,3002,11767840,5137733,5753402,48.89,0.37,282.1,1049412,762.44,0.84,646.67,769.85,-364.57,9.34,112,8,Milled White Rice,57,48,123,44,98.0,39,14.9,27.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-114909,2022,Central,Sembabule,Sorghum,Cereals,0.37,0.33,0.64,1.93,2,1623,1038720,538946,417974,40.24,0.09,37.78,141675,419.82,0.02,9.41,470.34,28.37,14.06,108,5,Malt Grade,58,79,135,70,88.0,51,15.75,48.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-105254,2024,Western,Ntungamo,Cotton,Export Cash Crops,0.4,0.39,0.36,0.92,2,3441,1238760,502571,682736,55.11,0.28,696.6,2702808,2487.87,0.0,0.0,2715.23,696.6,77.8,112,5,Yarn/Textile,66,68,150,65,,10,8.63,53.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-103759,2021,Western,Hoima,Maize,Cereals,1.75,1.52,2.31,1.52,7,1299,3000690,1713606,1052280,35.07,0.28,74.07,265170,264.55,0.31,86.38,278.63,-12.31,12.06,105,13,Raw Grain,34,59,135,53,80.0,58,15.65,58.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-114821,2022,Northern,Gulu,Tomatoes,Horticulture,3.01,2.39,34.97,14.63,6,2003,70044910,33302842,33061207,47.2,0.87,624.28,2341050,717.56,2.03,1427.29,703.1,-803.01,2.5,101,12,Fresh Produce,37,32,149,38,95.0,33,10.51,44.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-119397,2016,Central,Kayunga,Horticultural Products,Horticulture,1.51,1.2,15.12,12.6,4,3138,47446560,19767805,26967056,56.84,11.42,24954.53,85344492,2185.16,0.02,37.4,1869.81,24917.13,75.5,106,8,Chilled Fresh Produce,62,74,115,68,94.0,25,3.0,58.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-101065,2017,Western,Mbarara,Soybeans,Legumes,2.42,1.76,2.08,1.18,6,2401,4994080,2414254,2371323,47.48,0.76,428.71,1547643,564.09,0.28,154.25,550.89,274.46,36.32,105,11,Crushed Oil/Meal,71,66,110,51,103.0,23,8.35,27.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-116471,2021,Central,Mukono,Cotton,Export Cash Crops,0.4,0.36,0.29,0.81,3,3301,957290,450809,426020,44.5,0.23,388.49,1390794,1689.08,0.01,14.38,1437.55,374.11,79.28,111,6,Ginned Lint,27,85,97,71,82.0,52,16.81,67.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-102928,2018,Central,Mukono,Cassava,Roots & Tubers,0.56,0.55,6.18,11.24,3,499,3083820,1234202,1637296,53.09,0.07,15.44,57436,220.57,0.25,47.62,190.47,-32.18,1.18,117,7,Dried Chips,60,74,109,59,96.0,46,13.77,57.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-117655,2016,Western,Mbarara,Cassava,Roots & Tubers,0.3,0.24,3.41,14.21,4,483,1647030,772678,756507,45.93,0.14,29.53,100992,210.95,0.0,0.0,195.41,29.53,4.2,86,7,Dried Chips,45,70,95,76,94.0,36,14.31,53.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-107275,2018,Northern,Yumbe,Cotton,Export Cash Crops,5.37,4.35,4.44,1.02,4,3062,13595280,5532318,7088180,52.14,3.06,5047.56,18776923,1649.53,0.08,135.34,1691.78,4912.22,68.93,102,7,Yarn/Textile,48,53,112,44,121.0,14,14.34,32.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-105856,2018,Western,Kabale,Tea,Export Cash Crops,5.13,4.48,25.98,5.8,10,1424,36995520,20569989,14768131,39.92,24.44,42401.93,157735179,1734.94,0.06,114.37,1906.17,42287.56,94.09,102,14,Made Tea (Black),18,68,112,60,80.0,53,8.96,56.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-103232,2016,Western,Hoima,Sweet Potatoes,Roots & Tubers,1.56,1.32,8.16,6.18,3,549,4479840,1841045,2380084,53.13,0.21,52.08,178113,248.01,0.28,78.26,279.49,-26.18,2.58,94,6,Fresh Tuber,43,65,92,37,84.0,50,11.55,53.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-112781,2019,Northern,Kotido,Cassava,Roots & Tubers,1.93,1.59,21.1,13.27,1,491,10360100,5840144,3536264,34.13,0.75,183.17,677729,244.23,0.3,82.31,274.37,100.86,3.54,109,5,High-Quality Starch,98,36,126,19,113.0,28,18.99,50.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-113324,2018,Eastern,Katakwi,Tea,Export Cash Crops,0.4,0.33,2.93,8.88,1,1264,3703520,1767420,1851659,50.0,2.77,5260.01,19567237,1898.92,0.02,37.21,1860.34,5222.8,94.46,105,3,Made Tea (Black),15,61,111,38,124.0,10,4.56,47.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-119230,2017,Central,Kyenjojo,Sorghum,Cereals,9.19,7.91,14.48,1.83,19,1260,18244800,8271378,9318433,51.07,1.65,546.88,1974236,331.44,0.64,225.96,353.07,320.92,11.41,94,34,Malt Grade,69,79,123,73,110.0,31,7.18,57.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-116459,2018,Eastern,Pallisa,Soybeans,Legumes,0.51,0.48,0.78,1.63,1,2160,1684800,924654,636060,37.75,0.19,98.05,364746,516.03,0.04,20.65,516.19,77.4,23.92,113,1,Crushed Oil/Meal,55,58,94,51,124.0,10,14.73,31.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-109918,2020,Northern,Apac,Soybeans,Legumes,2.35,2.19,3.92,1.79,4,1970,7722400,3907571,3027530,39.2,0.67,337.31,1254793,503.45,0.9,518.98,576.64,-181.67,17.16,96,7,Crushed Oil/Meal,43,27,109,39,110.0,22,20.39,42.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-108284,2015,Western,Kibaale,Cocoa,Export Cash Crops,9.8,8.61,3.53,0.41,19,10271,36256630,17452404,16596197,45.77,2.8,9028.35,29251854,3224.41,0.03,87.63,2920.89,8940.72,79.32,94,27,Fermented Beans,45,76,106,74,92.0,41,12.18,50.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-114385,2018,Eastern,Bugiri,Groundnuts,Legumes,0.94,0.84,1.18,1.4,4,3630,4283400,2377303,1658944,38.73,0.08,79.95,297414,999.42,0.15,140.38,935.85,-60.43,7.06,120,8,Peanut Butter/Paste,64,47,102,45,119.0,10,11.54,56.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-102967,2020,Western,Hoima,Cassava,Roots & Tubers,2.89,2.21,23.96,10.84,5,457,10949720,5851639,4828170,44.09,0.96,233.55,868806,243.28,0.29,76.5,263.79,157.05,3.99,106,10,Dried Chips,70,68,108,66,103.0,36,4.93,57.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-110736,2018,Northern,Moroto,Beef,Livestock & Fisheries,1.92,1.75,3.48,1.99,8,13982,48657360,28276600,17023402,34.99,0.27,976.27,3631724,3615.82,0.0,0.0,3648.83,976.27,7.69,100,13,Chilled Prime Cuts,61,51,108,41,120.0,18,13.8,32.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-101548,2023,Central,Kampala,Cotton,Export Cash Crops,18.81,18.43,18.61,1.01,44,3879,72188190,41020835,27918886,38.68,16.0,35981.28,137448489,2248.83,2.35,5028.11,2139.62,30953.17,85.95,108,74,Yarn/Textile,67,76,150,64,113.0,29,9.0,,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-100369,2016,Northern,Arua,Sorghum,Cereals,1.1,0.96,1.32,1.37,2,1195,1577400,623411,777793,49.31,0.13,42.77,146273,328.99,0.02,7.12,356.07,35.65,10.02,89,6,Malt Grade,56,34,121,59,81.0,45,22.34,41.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-114684,2024,Eastern,Tororo,Soybeans,Legumes,4.27,3.87,6.62,1.71,7,3118,20641160,10638719,8690695,42.1,2.62,1781.78,6913306,680.07,0.95,665.7,700.74,1116.08,39.65,124,11,Crushed Oil/Meal,64,61,143,72,134.0,10,12.71,65.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-114583,2023,Northern,Nebbi,Tomatoes,Horticulture,0.72,0.66,8.77,13.29,2,2568,22521360,11819384,9230205,40.98,0.36,364.04,1390632,1011.22,0.27,307.96,1140.58,56.08,4.08,106,5,Paste/Sauce,65,39,150,22,122.0,12,13.07,51.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-107226,2017,Eastern ,Dokolo,Tobacco,Export Cash Crops,10.38,8.68,17.01,1.96,14,4703,79998030,40385629,33568549,41.96,14.45,31908.06,115188096,2208.17,0.35,682.65,1950.42,31225.41,84.97,110,18,Cured Leaf,18,32,108,27,94.0,39,15.11,23.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-107921,2024,Central,Wakiso,Irish Potatoes,Roots & Tubers,1.3,0.94,8.25,8.78,2,2094,17275500,6485973,10530394,60.96,0.21,139.65,541842,664.98,0.29,165.59,570.99,-25.94,2.58,109,5,Crisps/Frozen Potato,78,72,150,77,134.0,10,3.0,69.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-117495,2020,Northern,Arua,Cocoa,Cash Crops (Export),0.4,0.31,0.36,1.17,2,11560,4161600,2422530,1449422,34.83,0.29,1243.07,4624220,4286.45,0.0,0.0,4248.26,1243.07,81.79,91,4,Semi-Processed Liquor,47,28,128,56,104.0,19,13.92,16.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-110833,2019,Western,Bushenyi,Groundnuts,Legumes,1.34,0.88,1.02,1.16,4,3900,3978000,1833461,2084869,52.41,0.08,80.32,297184,1004.04,0.01,8.86,885.57,71.46,7.49,121,11,Peanut Butter/Paste,74,75,104,59,112.0,10,3.0,67.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-101373,2022,Western,Kabale,Irish Potatoes,Roots & Tubers,0.98,0.91,5.22,5.74,3,1734,9051480,3534069,4749845,52.48,0.26,144.75,542812,556.75,0.17,100.94,593.79,43.81,5.0,117,7,Crisps/Frozen Potato,64,46,144,47,86.0,35,16.96,59.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-108244,2015,Central,Kyenjojo,Sugarcane,Industrial Crops,1.0,0.91,63.79,70.1,2,149,9504710,3489871,5769617,60.7,10.43,4811.46,15589130,461.31,4.22,1659.85,393.33,3151.61,16.35,89,7,Ethanol/Molasses,85,91,89,75,101.0,18,5.16,74.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-107002,2020,Northern,Pader,Fish,Livestock & Fisheries,1.94,1.71,3.47,2.03,5,9725,33745750,18984093,14255470,42.24,1.82,9294.43,34575279,5106.83,0.02,102.99,5149.45,9191.44,52.57,119,9,Fishmeal/Dried,69,58,129,66,100.0,28,3.0,17.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-109118,2019,Eastern,Bugiri,Fish,Livestock & Fisheries,0.5,0.43,1.74,4.05,1,10712,18638880,7090659,10947117,58.73,0.77,3801.37,14065069,4936.85,0.02,110.12,5505.93,3691.25,44.23,108,4,Fishmeal/Dried,86,67,130,76,130.0,10,6.45,44.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-103875,2022,Central,Kyenjojo,Beans,Legumes,2.28,2.05,2.71,1.32,8,4264,11555440,4302699,6830389,59.11,0.47,395.87,1484512,842.27,0.39,358.7,919.75,37.17,17.35,113,13,Raw Sorted,30,84,150,57,88.0,42,7.31,76.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-106593,2018,Western,Bushenyi,Soybeans,Legumes,9.21,7.62,12.27,1.61,19,2216,27190320,10659163,14198227,52.22,1.86,1026.26,3817687,551.75,1.97,1099.77,558.26,-73.51,15.18,92,34,Crushed Oil/Meal,70,68,121,49,130.0,10,17.16,42.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-110410,2018,Central,Luwero,Sorghum,Cereals,2.64,2.36,3.3,1.4,12,1557,5138100,2619092,2318365,45.12,0.34,99.49,370102,292.63,0.02,5.69,284.47,93.8,10.2,115,16,Raw Grain,25,81,119,80,105.0,25,7.81,66.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-115295,2023,Eastern,Kamuli,Irish Potatoes,Roots & Tubers,0.45,0.4,2.82,7.06,3,1859,5242380,1963771,2906924,55.45,0.12,65.33,249560,544.43,0.04,18.87,471.65,46.46,4.2,105,8,Fresh Tubers,35,69,147,77,111.0,18,14.18,52.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-108732,2018,Northern,Pader,Horticultural Products,Horticulture,0.36,0.28,1.28,4.58,1,3917,5013760,2196997,2594152,51.74,1.02,2018.96,7510531,1979.37,0.01,19.61,1960.61,1999.35,79.77,108,3,Fresh Cut Flowers,30,49,106,52,103.0,17,8.88,42.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-117335,2017,Central,Mityana,Cocoa,Export Cash Crops,1.82,1.47,1.5,1.02,4,11878,17817000,8622198,8469650,47.54,1.1,4165.99,15039223,3787.26,0.0,0.0,4094.44,4165.99,73.22,89,7,Semi-Processed Liquor,73,91,106,56,109.0,12,8.14,51.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
